report_id,crew_id,report_date,fatigue_level,samn_perelli_score,notes,category,created_at
5709,113,2026-04-27,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-04-28 00:06:00
5710,113,2026-05-02,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Post-Flight,2026-05-02 01:00:44
5711,113,2026-05-03,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-03 20:40:11
5712,113,2026-05-09,Severe,7,"Extreme fatigue, difficulty functioning safely.",Pre-Flight,2026-05-09 02:11:41
5713,113,2026-05-13,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-13 03:49:25
5714,113,2026-05-14,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-14 22:27:25
5715,113,2026-05-17,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-05-17 14:36:53
5716,113,2026-05-19,Low,1,Feeling fully alert and rested.,Layover,2026-05-19 16:00:00
5717,113,2026-05-20,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-05-20 02:42:02
5718,113,2026-05-23,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-23 15:54:09
5719,113,2026-05-27,Low,2,Feeling fully alert and rested.,Layover,2026-05-27 13:00:00
5720,113,2026-05-30,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-30 12:57:32
5721,113,2026-06-03,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-03 21:46:09
5722,113,2026-06-06,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-06-06 19:00:00
5723,113,2026-06-10,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-10 22:17:45
5724,113,2026-06-12,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-12 21:57:32
5725,113,2026-06-14,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-14 22:50:00
5726,113,2026-06-17,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-17 04:57:23
5727,113,2026-06-20,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-20 05:08:19
5728,113,2026-06-24,Mild,3,"Minor drowsiness, manageable.",Layover,2026-06-24 15:00:00
5729,113,2026-06-25,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-25 17:13:55
5730,113,2026-06-30,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-30 16:57:31
5731,114,2026-01-10,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-10 23:33:21
5732,114,2026-01-13,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-13 22:22:20
5733,114,2026-01-15,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-15 22:01:13
5734,114,2026-01-20,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-01-20 17:00:00
5735,114,2026-01-21,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-21 22:34:29
5736,114,2026-01-26,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-01-26 02:47:08
5737,114,2026-01-29,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-01-29 06:06:56
5738,114,2026-01-30,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-01-30 21:38:46
5739,114,2026-02-07,Mild,3,Slightly tired but functioning normally.,Layover,2026-02-07 10:00:00
5740,114,2026-02-09,Low,2,Feeling fully alert and rested.,Post-Flight,2026-02-09 14:34:33
5741,114,2026-02-12,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-12 03:55:46
5742,114,2026-02-16,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-16 01:58:09
5743,114,2026-02-22,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-22 12:14:18
5744,114,2026-02-25,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-25 16:22:48
5745,114,2026-03-01,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-03-01 13:58:27
5746,114,2026-03-10,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-03-10 18:00:00
5747,114,2026-03-11,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-11 08:48:23
5748,114,2026-03-12,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-12 12:07:00
5749,114,2026-03-16,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-03-16 22:05:29
5750,114,2026-03-19,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-03-19 01:29:24
5751,114,2026-03-21,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-21 14:03:35
5752,114,2026-03-25,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-03-25 02:13:24
5753,114,2026-03-26,Moderate,4,Reduced alertness after multiple sectors.,Layover,2026-03-26 19:00:00
5754,114,2026-03-28,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-28 02:58:19
5755,114,2026-03-31,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-03-31 15:25:48
5756,114,2026-04-10,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-10 19:28:01
5757,114,2026-04-14,Low,1,"Well rested, good sleep last night.",Layover,2026-04-14 15:00:00
5758,114,2026-04-15,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-15 07:31:28
5759,114,2026-04-16,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-04-16 23:05:30
5760,114,2026-04-18,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-04-18 19:00:00
5761,114,2026-04-19,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-04-20 01:12:58
5762,114,2026-04-26,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-26 14:36:15
5763,114,2026-05-14,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-14 01:36:09
5764,114,2026-05-15,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-15 20:51:01
5765,114,2026-05-18,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-18 11:17:08
5766,114,2026-05-20,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-20 17:54:45
5767,114,2026-05-22,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-23 00:41:10
5768,114,2026-05-25,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-05-25 19:31:32
5769,114,2026-05-28,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-28 18:24:29
5770,114,2026-06-01,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-06-01 16:00:00
5771,114,2026-06-04,Mild,3,A bit sluggish after early report time.,Layover,2026-06-04 19:00:00
5772,114,2026-06-09,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-06-09 22:56:43
5773,114,2026-06-09,Mild,3,Slightly tired but functioning normally.,Layover,2026-06-09 14:00:00
5774,114,2026-06-13,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-06-13 18:56:07
5775,114,2026-06-16,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-17 00:20:15
5776,114,2026-06-21,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-21 08:50:07
5777,114,2026-06-22,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-23 00:32:07
5778,114,2026-06-24,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-24 16:33:09
5779,114,2026-06-29,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-29 05:25:59
5780,114,2026-06-30,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-30 19:43:21
5781,114,2026-07-04,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-07-04 08:20:47
5782,115,2026-01-07,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-01-07 22:20:42
5783,115,2026-01-15,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-01-15 03:40:47
5784,115,2026-01-17,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-17 19:46:36
5785,115,2026-01-19,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-19 21:39:46
5786,115,2026-01-21,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-21 23:05:02
5787,115,2026-01-24,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-01-24 10:00:00
5788,115,2026-01-31,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-31 19:09:02
5789,115,2026-02-01,Moderate,4,Reduced alertness after multiple sectors.,Scheduled Check-in,2026-02-01 08:00:00
5790,115,2026-02-03,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-04 00:22:44
5791,115,2026-02-04,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-02-04 17:00:00
5792,115,2026-02-06,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-02-06 01:44:34
5793,115,2026-02-09,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-02-09 12:49:36
5794,115,2026-02-17,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-17 00:15:47
5795,115,2026-02-20,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-02-20 12:00:00
5796,115,2026-02-23,Low,2,"Well rested, good sleep last night.",Layover,2026-02-23 09:00:00
5797,115,2026-02-24,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-02-24 21:31:19
5798,115,2026-03-02,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-02 00:46:49
5799,115,2026-03-05,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-05 14:54:11
5800,115,2026-03-09,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-09 02:35:06
5801,115,2026-03-13,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-13 10:39:50
5802,115,2026-03-14,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-14 20:33:49
5803,115,2026-03-17,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-03-18 00:57:14
5804,115,2026-03-21,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-21 11:30:14
5805,115,2026-03-26,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-26 09:46:09
5806,115,2026-03-27,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-27 19:52:37
5807,115,2026-03-28,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-03-28 16:00:00
5808,115,2026-04-03,Low,2,Feeling fully alert and rested.,Post-Flight,2026-04-03 06:39:06
5809,115,2026-04-05,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-05 01:17:52
5810,115,2026-04-06,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-06 17:54:00
5811,115,2026-04-29,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-29 12:24:47
5812,115,2026-04-30,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-04-30 17:57:25
5813,115,2026-05-04,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-04 10:05:54
5814,115,2026-05-04,Low,2,"Well rested, good sleep last night.",Layover,2026-05-04 12:00:00
5815,115,2026-05-08,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-08 07:05:49
5816,115,2026-05-14,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-14 18:34:57
5817,115,2026-05-17,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-17 15:10:27
5818,115,2026-05-21,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-21 07:05:31
5819,115,2026-05-22,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-05-22 15:44:02
5820,115,2026-05-31,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-31 04:27:36
5821,115,2026-06-01,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-06-01 12:00:00
5822,115,2026-06-04,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-04 03:15:21
5823,115,2026-06-06,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-06 07:01:33
5824,115,2026-06-12,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-12 23:52:28
5825,115,2026-06-16,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-16 00:31:01
5826,115,2026-06-17,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-17 17:48:56
5827,115,2026-06-20,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-20 09:45:41
5828,115,2026-06-23,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-23 16:42:01
5829,115,2026-06-27,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-27 23:02:59
5830,115,2026-06-30,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-06-30 12:00:00
5831,115,2026-07-02,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-07-02 09:08:20
5832,116,2026-01-07,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-07 16:23:39
5833,116,2026-01-18,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-18 08:05:21
5834,116,2026-01-20,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-20 04:12:41
5835,116,2026-01-22,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-01-22 21:57:12
5836,116,2026-01-26,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-01-26 02:08:39
5837,116,2026-01-27,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-27 13:50:18
5838,116,2026-02-04,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-04 08:05:31
5839,116,2026-02-07,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-02-07 13:12:13
5840,116,2026-02-13,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-13 23:48:03
5841,116,2026-02-16,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-02-16 20:40:04
5842,116,2026-02-19,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-02-19 02:52:06
5843,116,2026-02-22,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-22 15:10:52
5844,116,2026-02-23,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-02-24 00:12:05
5845,116,2026-03-02,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-03-02 07:45:37
5846,116,2026-03-05,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-05 01:30:50
5847,116,2026-03-06,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-06 20:49:51
5848,116,2026-03-09,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-09 18:55:02
5849,116,2026-03-09,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-03-09 10:00:00
5850,116,2026-03-14,Moderate,4,Reduced alertness after multiple sectors.,Layover,2026-03-14 13:00:00
5851,116,2026-03-16,Low,1,Feeling fully alert and rested.,Layover,2026-03-16 19:00:00
5852,116,2026-03-18,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-18 17:28:29
5853,116,2026-03-20,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-20 19:23:57
5854,116,2026-03-24,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-24 02:37:50
5855,116,2026-03-26,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-03-26 21:19:52
5856,116,2026-03-26,Moderate,4,Feeling the effects of the long duty day.,Layover,2026-03-26 16:00:00
5857,116,2026-03-29,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-03-29 18:00:00
5858,116,2026-03-30,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-03-30 23:17:49
5859,116,2026-04-03,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-03 17:40:16
5860,116,2026-04-08,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-04-09 00:06:17
5861,116,2026-04-09,Low,2,"Well rested, good sleep last night.",Layover,2026-04-09 18:00:00
5862,116,2026-04-12,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-12 05:53:01
5863,116,2026-04-15,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-15 08:13:02
5864,116,2026-04-18,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-19 00:02:51
5865,116,2026-04-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-04-21 00:34:07
5866,116,2026-04-24,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-24 06:08:49
5867,116,2026-04-27,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-04-27 16:34:07
5868,116,2026-04-29,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-04-29 13:40:02
5869,116,2026-05-03,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Pre-Flight,2026-05-03 00:46:11
5870,116,2026-05-06,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-06 02:03:49
5871,116,2026-05-08,Mild,3,A bit sluggish after early report time.,Layover,2026-05-08 07:00:00
5872,116,2026-05-10,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-05-10 07:00:00
5873,116,2026-05-13,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-13 22:44:33
5874,116,2026-05-23,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-23 07:45:06
5875,116,2026-05-27,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-27 08:43:26
5876,116,2026-06-01,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-01 20:45:31
5877,116,2026-06-04,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-04 21:51:27
5878,116,2026-06-09,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-06-09 06:27:36
5879,116,2026-06-17,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-18 00:09:35
5880,116,2026-06-22,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-06-22 03:14:00
5881,116,2026-06-22,Mild,3,"Minor drowsiness, manageable.",Layover,2026-06-22 17:00:00
5882,116,2026-06-28,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-28 20:01:54
5883,116,2026-07-03,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-07-03 18:24:28
5884,117,2026-01-08,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-01-08 13:05:52
5885,117,2026-01-12,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-12 04:13:15
5886,117,2026-01-17,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-17 22:35:56
